Longitude,Latitude
-52.65461563137313,-11.011773331558123
-52.54681779727879,-11.011773331558123
-52.852783983049896,-11.011863163086536
-52.7159705652785,-11.011863163086536
-52.603142165593084,-11.011863163086536
-52.91180329721655,-11.011952994614948
-52.814425920417996,-11.011952994614948
-52.669168338975865,-11.011952994614948
-52.56298747239294,-11.011952994614948
-52.866079049254864,-11.01204282614336
-52.76250329699589,-11.01204282614336
-52.624342406298304,-11.01204282614336
-52.517263224431254,-11.01204282614336
-52.826822671338846,-11.012132657671772
-52.68533801409002,-11.012132657671772
-52.57403675038761,-11.012132657671772
-52.87856563170413,-11.012222489200184
-52.77498987944515,-11.012222489200184
-52.639883260713574,-11.012222489200184
-52.53118711133511,-11.012222489200184
-52.83742279169145,-11.012312320728595
-52.693961840817565,-11.012312320728595
-52.58391821851293,-11.012312320728595
-52.888087773715796,-11.012402152257007
-52.784601852985226,-11.012402152257007
-52.650573212594594,-11.012402152257007
-52.541607568630894,-11.012402152257007
-52.844249987850766,-11.01249198378542
-52.702136509903056,-11.01249198378542
-52.589847099388116,-11.01249198378542
-52.88907592052833,-11.012581815313832
-52.785500168269344,-11.012581815313832
-52.65147152787871,-11.012581815313832
-52.54178723168772,-11.012581815313832
-52.844519482436,-11.012671646842243
-52.70240600448829,-11.012671646842243
-52.59083524620065,-11.012671646842243
-52.89159120332386,-11.012761478370656
-52.78657814661029,-11.012761478370656
-52.652459674691244,-11.012761478370656
-52.54358386225596,-11.012761478370656
-52.844519482436,-11.012851309899068
-52.701687352261,-11.012851309899068
-52.589847099388116,-11.012851309899068
-52.89105221415339,-11.01294114142748
-52.78612898896823,-11.01294114142748
-52.65147152787871,-11.01294114142748
-52.54214655780137,-11.01294114142748
-52.84433981937917,-11.01303097295589
-52.698992406408635,-11.01303097295589
-52.5882301318767,-11.01303097295589
-52.8873691214885,-11.013120804484304
-52.78343404311587,-11.013120804484304
-52.6483274243843,-11.013120804484304
-52.53540919317047,-11.013120804484304
-52.84119571588476,-11.013210636012715
-52.695668639857395,-11.013210636012715
-52.58328939781404,-11.013210636012715
-52.8844046810509,-11.013300467541127
-52.779840781979395,-11.013300467541127
-52.64473416324782,-11.013300467541127
-52.53253458426129,-11.013300467541127
-52.83957874837334,-11.013390299069538
-52.69315335706186,-11.013390299069538
-52.5792469790355,-11.013390299069538
-52.88153007214172,-11.013480130597952
-52.77651701542815,-11.013480130597952
-52.640332418355634,-11.013480130597952
-52.523551431420096,-11.013480130597952
-52.83167357387309,-11.013569962126363
-52.68488885644796,-11.013569962126363
-52.57089264689319,-11.013569962126363
-52.87335540305624,-11.013659793654774
-52.767623694115365,-11.013659793654774
-52.62667802603701,-11.013659793654774
-52.51465811010731,-11.013659793654774
-52.820534464350004,-11.013749625183188
-52.67078530648728,-11.013749625183188
-52.55876539055758,-11.013749625183188
-52.86095865213539,-11.0138394567116
-52.71156882038631,-11.0138394567116
-52.59856075764407,-11.0138394567116
-52.896891263500166,-11.01392928824001
-52.790979891502474,-11.01392928824001
-52.65192068552077,-11.01392928824001
-52.5408889164036,-11.01392928824001
-52.844429650907585,-11.014019119768422
-52.69369234623233,-11.014019119768422
-52.5777198430525,-11.014019119768422
-52.88081141991443,-11.014108951296835
-52.7753492055588,-11.014108951296835
-52.63027128717349,-11.014108951296835
-52.51771238207332,-11.014108951296835
-52.82565486146949,-11.014198782825247
-52.674198904566936,-11.014198782825247
-52.55975353737011,-11.014198782825247
-52.86670786995375,-11.014288614353658
-52.71650955444897,-11.014288614353658
-52.604130312405616,-11.014288614353658
-52.50145287543075,-11.014288614353658
-52.816312382514646,-11.01437844588207
-52.662071648231326,-11.01437844588207
-52.548973753960674,-11.01437844588207
-52.860868820606974,-11.014468277410483
-52.71004168440331,-11.014468277410483
-52.5964946324906,-11.014468277410483
-52.90434728035836,-11.014558108938894
-52.81191063762246,-11.014558108938894
-52.65641226194137,-11.014558108938894
-52.54205672627295,-11.014558108938894
-52.852244993879424,-11.014647940467306
-52.70123819461894,-11.014647940467306
-52.58634366978005,-11.014647940467306
-52.89159120332386,-11.01473777199572
-52.78756629342282,-11.01473777199572
-52.643656184906874,-11.01473777199572
-52.52696502949975,-11.01473777199572
-52.839399085316515,-11.01482760352413
-52.68722447618667,-11.01482760352413
-52.56801803798401,-11.01482760352413
-52.87524186515289,-11.014917435052542
-52.77175594442232,-11.014917435052542
-52.61131683467857,-11.014917435052542
-52.508729229232124,-11.014917435052542
-52.81873783378177,-11.015007266580954
-52.66027501766308,-11.015007266580954
-52.545200829767374,-11.015007266580954
-52.85377212986243,-11.015097098109367
-52.701328026147344,-11.015097098109367
-52.57987579973439,-11.015097098109367
-52.88799794218738,-11.015186929637778
-52.78478151604205,-11.015186929637778
-52.63188825468491,-11.015186929637778
-52.51959884416997,-11.015186929637778
-52.83257188915721,-11.01527676116619
-52.673031094697585,-11.01527676116619
-52.553824656494925,-11.01527676116619
-52.863563766459336,-11.015366592694601
-52.70797555924983,-11.015366592694601
-52.59083524620065,-11.015366592694601
-52.892579350136394,-11.015456424223014
-52.78927309246265,-11.015456424223014
-52.630091624116666,-11.015456424223014
-52.51816153971538,-11.015456424223014
-52.82879896496391,-11.015546255751426
-52.6626106374018,-11.015546255751426
-52.546638134221965,-11.015546255751426
-52.85511960278861,-11.015636087279837
-52.698004259596104,-11.015636087279837
-52.572419782876196,-11.015636087279837
-52.87865546323254,-11.01572591880825
-52.77507971097356,-11.01572591880825
-52.60278283947944,-11.01572591880825
-52.90299980743218,-11.015815750336662
-52.81065299622469,-11.015815750336662
-52.64338669032164,-11.015815750336662
-52.52364126294851,-11.015815750336662
-52.83760245474828,-11.015905581865074
-52.67213277941346,-11.015905581865074
-52.55409415108016,-11.015905581865074
-52.86580955466963,-11.015995413393485
-52.7069874124373,-11.015995413393485
-52.58427754462657,-11.015995413393485
-52.891411540267036,-11.016085244921898
-52.78747646189441,-11.016085244921898
-52.62586954228131,-11.016085244921898
-52.50953771298783,-11.016085244921898
-52.820803958935244,-11.01617507645031
-52.653447821503775,-11.01617507645031
-52.53576851928412,-11.01617507645031
-52.844519482436,-11.016264907978721
-52.68533801409002,-11.016264907978721
-52.56101117876788,-11.016264907978721
-52.86787567982311,-11.016354739507133
-52.708065390778245,-11.016354739507133
-52.58436737615499,-11.016354739507133
-52.88844709982944,-11.016444571035546
-52.78406286381475,-11.016444571035546
-52.61473043275822,-11.016444571035546
-53.34892351446911,-11.016534402563957
-52.81757002391241,-11.016534402563957
-52.650124054952535,-11.016534402563957
-52.52939048076687,-11.016534402563957
-52.83886009614604,-11.016624234092369
-52.67096496954411,-11.016624234092369
-52.554273814136984,-11.016624234092369
-52.86023999990809,-11.016714065620782
-52.69881274335181,-11.016714065620782
-52.57825883222297,-11.016714065620782
-52.88269788201108,-11.016803897149194
-52.72297742449463,-11.016803897149194
-52.60538795380338,-11.016803897149194
-52.905694753284536,-11.016893728677605
-52.811551311508815,-11.016893728677605
-52.642488375037516,-11.016893728677605
-52.528312502425926,-11.016893728677605
-52.83643464487892,-11.016983560206016
-52.66593440395304,-11.016983560206016
-52.5596637058417,-11.016983560206016
-52.86023999990809,-11.01707339173443
-52.69836358570975,-11.01707339173443
-52.58643350130846,-11.01707339173443
-52.88404535493726,-11.017163223262841
-52.72342658213669,-11.017163223262841
-52.61086767703651,-11.017163223262841
-53.05580323726091,-11.017253054791253
-52.814156425832756,-11.017253054791253
-52.645093489361464,-11.017253054791253
-52.53684649762506,-11.017253054791253
-52.83886009614604,-11.017342886319664
-52.66835985522016,-11.017342886319664
-52.56128067335311,-11.017342886319664
-52.86122814672062,-11.017432717848077
-52.69791442806769,-11.017432717848077
-52.580235125848034,-11.017432717848077
-52.88126057755649,-11.017522549376489
-52.71758753278991,-11.017522549376489
-52.60583711144544,-11.017522549376489
-52.90075401922188,-11.0176123809049
-52.80732922967345,-11.0176123809049
-52.63090010787238,-11.0176123809049
-52.51923951805632,-11.0176123809049
-52.825385366884255,-11.017702212433313
-52.65479529442995,-11.017702212433313
-52.54250588391501,-11.017702212433313
-52.84362116715188,-11.017792043961725
-52.67195311635664,-11.017792043961725
-52.56208915710882,-11.017792043961725
-52.86167730436268,-11.017881875490136
-52.69629746055628,-11.017881875490136
-52.57897748445027,-11.017881875490136
-52.88000293615872,-11.017971707018548
-52.7122874726136,-11.017971707018548
-52.60089637738278,-11.017971707018548
-52.89320817083528,-11.018061538546961
-52.78541033674093,-11.018061538546961
-52.61392194900252,-11.018061538546961
-52.90255064979012,-11.018151370075373
-52.793854500411655,-11.018151370075373
-52.624881395468776,-11.018151370075373
-53.31541635437145,-11.018241201603784
-52.811281816923575,-11.018241201603784
-52.63116960245761,-11.018241201603784
-52.51501743622096,-11.018241201603784
-52.81613271945782,-11.018331033132196
-52.63593067346345,-11.018331033132196
-52.5183412027722,-11.018331033132196
-52.823948062429665,-11.018420864660609
-52.64212904892387,-11.018420864660609
-52.52714469255657,-11.018420864660609
-52.82817014426502,-11.01851069618902
-52.64662062534447,-11.01851069618902
-52.53990076959107,-11.01851069618902
-52.83760245474828,-11.018600527717432
-52.65452579984472,-11.018600527717432
-52.547895775619736,-11.018600527717432
-52.84460931396441,-11.018690359245845
-52.661802153646086,-11.018690359245845
-52.555711118591574,-11.018690359245845
-52.850628026368014,-11.018780190774256
-52.668988675919046,-11.018780190774256
-52.563077303921354,-11.018780190774256
-52.855389097373845,-11.018870022302668
-52.67330058928282,-11.018870022302668
-52.56631123894418,-11.018870022302668
-52.85664673877161,-11.01895985383108
-52.674198904566936,-11.01895985383108
-52.56676039658624,-11.01895985383108
-52.85862303239667,-11.019049685359493
-52.675366714436294,-11.019049685359493
-52.56729938575671,-11.019049685359493
-52.86006033685127,-11.019139516887904
-52.67644469277724,-11.019139516887904
-52.567389217285125,-11.019139516887904
-52.859162021567144,-11.019229348416316
-52.674468399152175,-11.019229348416316
-52.564963766018,-11.019229348416316
-52.85664673877161,-11.019319179944727
-52.671324295657755,-11.019319179944727
-52.56137050488152,-11.019319179944727
-52.85152634165213,-11.01940901147314
-52.663688615742736,-11.01940901147314
-52.55418398260857,-11.01940901147314
-52.84460931396441,-11.019498843001552
-52.65695125111184,-11.019498843001552
-52.54924324854591,-11.019498843001552
-52.838949927674456,-11.019588674529963
-52.650573212594594,-11.019588674529963
-52.54340419919914,-11.019588674529963
-52.830865090117385,-11.019678506058376
-52.63997309224198,-11.019678506058376
-52.517802213601726,-11.019678506058376
-52.82260058950348,-11.019768337586788
-52.63143909704285,-11.019768337586788
-52.90794054149484,-11.0198581691152
-52.79529180486625,-11.0198581691152
-52.62182712350277,-11.0198581691152
-52.90057435616506,-11.01994800064361
-52.72324691907986,-11.01994800064361
-52.61517959040029,-11.01994800064361
-52.8941064861194,-11.020037832172024
-52.71489258693755,-11.020037832172024
-52.610059193280804,-11.020037832172024
-52.89006406734086,-11.020127663700436
-52.71111966274425,-11.020127663700436
-52.60574727991703,-11.020127663700436
-52.88700979537485,-11.020217495228847
-52.70671791785207,-11.020217495228847
-52.60206418725214,-11.020217495228847
-52.88072158838602,-11.020307326757258
-52.701328026147344,-11.020307326757258
-52.597213284717895,-11.020307326757258
-52.876858832664304,-11.020397158285672
-52.695848302914214,-11.020397158285672
-52.58921827868923,-11.020397158285672
-52.8708401202607,-11.020486989814083
-52.68964992745379,-11.020486989814083
-52.57825883222297,-11.020486989814083
-52.86167730436268,-11.020576821342495
-52.682014247538774,-11.020576821342495
-52.567838374927184,-11.020576821342495
-52.852783983049896,-11.020666652870908
-52.66575474089621,-11.020666652870908
-52.56011286348376,-11.020666652870908
-52.843441504095054,-11.02075648439932
-52.65973602849261,-11.02075648439932
-52.55184836286986,-11.02075648439932
-52.83688380252098,-11.02084631592773
-52.6521003485776,-11.02084631592773
-52.54412285142643,-11.02084631592773
-52.82628368216837,-11.020936147456142
-52.63997309224198,-11.020936147456142
-52.51699372984602,-11.020936147456142
-52.81406659430435,-11.021025978984555
-52.63350522219632,-11.021025978984555
-52.90982700359149,-11.021115810512967
