area_sqkm,centroid_lat,centroid_lon
1385.3515871756367,-11.14069178128816,-52.68583080266229
452.6869463503924,-11.477016685355466,-52.66405729631736
298.5969539328755,-11.74616655892821,-52.7603768480498
197.3947453171699,-11.950421708694282,-52.855166861575185
99.81788136490133,-11.312106080399527,-52.655539546967965
